,id,label,d2v
8794,9458,1,"[ 0.505369   -0.75652623  1.6829613  -0.5071622   0.33953282  1.5822079
  1.4214687   0.672344   -0.33856007  0.63773054]"
8795,9459,3,"[ 0.2294819   0.16059929 -0.2735562   1.9804584   0.27624607  0.55606407
  0.6290397   0.54871726 -1.0258188  -1.1289722 ]"
8796,9460,3,"[ 0.6722894  -0.39916116  0.74127567  0.964217   -1.468455    0.51043576
 -0.15925944  1.6025711  -0.60349363 -1.3825784 ]"
8797,9461,2,"[ 0.7287235  -0.44312927 -0.07026435  0.99861646  0.8691983  -0.12087622
 -0.29605883  1.7069036   0.15507974 -0.9783847 ]"
8798,9462,4,"[ 0.63109803  0.11838449  0.9330246   1.3944968   0.1004386   1.3994249
 -0.12258937 -0.21800198 -0.51493067 -0.8343491 ]"
8799,9463,2,"[ 0.2427233   0.66586375  1.1682789   0.7489215  -0.8975324   0.2607133
  0.4000053   1.1901877  -0.17373915  0.1331085 ]"
8800,9465,3,"[ 1.8273017  -1.142476    0.49642736  0.65623033 -1.4552921  -2.0972855
 -0.02841564  1.3069274  -0.8962223   0.03320561]"
8801,9466,4,"[ 0.32342917 -0.10676391  1.0358261   0.83680755 -0.06594823  0.20345142
  0.01505217  0.6950183  -0.27607188 -1.2152334 ]"
8802,9467,4,"[ 0.84367543 -0.24660744  1.4174418   0.68613756 -0.24456955  0.09885439
  0.44275743  1.0117847   0.6680483  -0.7653563 ]"
8803,9468,3,"[ 0.47545594  0.21067591  1.8974662   0.06854448 -0.17526053  0.5567229
  0.4848424   0.8817806  -0.42824596 -0.2703851 ]"
8804,9469,2,"[ 9.3094349e-01 -8.8155055e-01  7.3829317e-01  6.1631739e-01
  1.2827767e-01 -6.3846046e-01  4.4894084e-01  1.3837899e+00
  1.2211646e-03 -5.9269935e-01]"
8805,9471,4,"[ 0.9913782   0.29267082  1.1220099   1.9001149  -0.80079323  0.65141594
  0.16727112  0.5199841  -0.51868457 -0.84093446]"
8806,9472,2,"[ 1.0918887  -0.3015732   0.7257667   0.9342154   0.32898888 -0.34718022
  0.7859154  -0.17871463 -0.9382736  -0.5371732 ]"
8807,9474,4,"[ 0.12324731  0.09909172  0.48574686  0.54442686  0.60601676  0.4033723
  0.72694457  0.86607623 -0.5307255  -0.50160813]"
8808,9475,3,"[ 0.89032227 -0.4379097   0.85158926  1.0075305   0.17893726 -0.5953791
  0.6953697   0.82540226 -0.12028385  0.01014372]"
8809,9477,4,"[ 0.85760456 -0.5091656   0.9545741   0.68494546  0.23774388 -1.2465243
  0.09544536  1.5311131   0.31454334 -0.77841   ]"
8810,9478,1,"[-0.00663474 -0.40417278  0.8316002  -0.03659257 -0.14807342 -0.07904665
  0.5850844   1.7628356   0.05021789 -0.34452876]"
8811,9479,4,"[ 0.96607333  0.785502    1.2857372   0.30480924 -0.12548155  1.2053522
  0.02397972  1.0705692  -0.544169   -0.57480264]"
8812,9480,2,"[ 1.0104386  -0.35246578  0.619436    0.9621969   0.03269112 -0.01342789
 -0.57787925  1.7614301  -0.46759933 -0.41057995]"
8813,9481,3,"[ 0.7581151   0.4144216   0.80814517  1.2935835   1.0719547   0.5172602
  0.29822767  0.34648204 -0.30525848 -0.9085163 ]"
8814,9483,2,"[ 1.2643721  -0.4517463   1.128113   -0.24850571  0.01420218 -0.78533596
  0.71404004  1.209036   -1.1570668   0.8755087 ]"
8815,9484,3,"[ 0.5691363  -0.3921963   0.5361961   0.48817244 -0.8663549  -0.522985
  1.41395     0.74468404 -0.5529404  -1.2243543 ]"
8816,9485,4,"[ 0.3887206   0.09865177  1.560727    1.7948062  -0.47240788 -0.05229085
  0.42630246  0.95261216 -0.09127646 -0.47007972]"
8817,9486,2,"[ 0.843421    0.49320832  0.83791316  1.1721928  -0.6849036   0.70629126
  0.03768011  1.3431218  -0.51997775 -0.83077735]"
8818,9487,4,"[ 2.3618653   0.9898843   0.8087825  -0.29865435  0.7178583  -0.05299897
 -0.10837182  0.14734522 -0.24247295 -0.9605074 ]"
8819,9488,4,"[ 0.17252995  0.80849355  1.0144445   1.3294277   0.28046966 -0.26385698
 -1.0719255   0.6562426   0.33252016 -0.02009245]"
8820,9490,3,"[ 0.36563873  0.26468945  1.3874733   0.67404443 -1.764895    1.033595
  0.11876329  1.513896   -0.7269675  -0.70015067]"
8821,9491,1,"[ 0.668993   -0.36996162  0.9342161   0.1375224  -0.17314532 -0.08484239
  0.71132773  1.4075007   0.30346394 -0.3211465 ]"
8822,9492,3,"[ 0.9022128  -0.61352587  0.80613106  0.7173922   0.41590172  0.31169355
  0.3246846  -0.349027   -0.58215266 -2.0743878 ]"
8823,9493,2,"[ 0.62109494  0.11244144  0.6493558   0.27265602  0.50160617 -0.00813918
 -0.08595297  1.0490799  -0.28478706 -0.71098244]"
8824,9494,2,"[ 1.18445921e+00  6.60314932e-02  1.50554729e+00  1.81127205e-01
  7.89429784e-01  8.23845744e-01 -2.25570127e-01  1.26216781e+00
  1.04854396e-03 -1.19932994e-01]"
8825,9495,4,"[ 0.7846415   0.453517    1.2176242   0.62411505  0.41764867  1.2172753
 -0.00650079  0.21142699 -1.3167399  -1.1392431 ]"
8826,9496,2,"[ 0.5858743  -0.47582275  0.43700328  0.9722378   0.01648403  0.37088305
  1.5384878   1.490099   -0.5798328  -0.35905406]"
8827,9497,1,"[-0.3505687  -0.6577329  -0.14296791  0.86950547 -0.16095388  0.32804394
  0.62966245  1.4070028  -0.6058922  -1.2147456 ]"
8828,9499,1,"[-0.32998365 -0.5501844   0.41292965  0.78989017  0.5067795  -0.76354414
  0.64224195  1.501668    0.69406605 -1.4575816 ]"
8829,9501,1,"[ 1.0820832   0.83315265  1.2915608   1.6215441   0.94981086  0.461165
 -0.03243193 -0.01741632 -0.35585636 -1.6906219 ]"
8830,9502,1,"[-0.06578016 -1.0850466   0.5310136   0.17487405 -0.27252126  0.01453254
  1.4701623   0.29800192 -0.6563356  -1.3150038 ]"
8831,9503,2,"[ 0.93780035  0.30960867  0.51204133  1.1928314   0.48273388  1.2695811
  1.0550139   1.2898414  -0.47834086 -0.44605953]"
8832,9504,2,"[ 0.777785   -0.11007628  0.08637808  0.56867456  0.6608716  -0.6156718
  0.4040004   1.3401142  -0.22108759 -0.34927407]"
8833,9505,4,"[ 1.5349101   1.0404063   1.1931217   0.7560243   0.5568469   0.945622
 -0.16183227  0.9384895  -0.28154355 -0.36515248]"
8834,9506,3,"[ 1.1868047  -0.30029157  1.3089085   0.8698734  -0.12202132 -1.0400255
  1.1278399   0.33636662  0.09856233  0.817113  ]"
8835,9507,2,"[ 0.54641247  0.03052659  1.4889288   0.5955724  -0.02166303  0.69462144
  0.22588874  1.2281728  -0.4009944  -0.65947884]"
8836,9508,1,"[ 0.33912238 -0.8514797   1.452519   -0.68334776 -0.5818567   0.5987618
  0.71334755  1.2040193  -0.68279266 -1.304444  ]"
8837,9509,3,"[ 0.43480965 -0.19336024  1.1564319  -0.8110826  -0.12288667  0.32969525
  1.0354952   1.4533031  -1.4787562   0.75276756]"
8838,9510,3,"[ 1.8278226   2.2557588   0.84836644 -2.098186   -0.8045063   0.10888893
 -1.9189682   0.71018445 -2.0580094   0.3594558 ]"
8839,9511,4,"[ 2.8785403   1.6487973   0.80720854 -0.6033753   3.0646486  -0.77916986
  1.0442622  -2.1996658  -1.7249919  -0.03184169]"
8840,9512,4,"[ 0.02230598  0.31233457  1.1834762   0.80738413  0.9646545   0.49014553
  0.34651574  0.81682837  0.16462713 -0.49528527]"
8841,9513,3,"[-1.3252895   0.21085632  1.4155891  -0.25321677 -1.0524743   0.33391228
  0.77892154  2.2808201  -1.0358483  -0.19186574]"
8842,9514,1,"[-0.08782648  0.03077645  0.9933006   1.1983113   0.6113422   0.43185684
  0.40497565  1.0921086   0.4704447  -0.6781218 ]"
8843,9515,4,"[ 2.2828286   0.09075386  1.3531548   1.500307    1.4602854   0.11150058
  0.30887437 -0.13034181  0.56171787 -0.11667842]"
8844,9516,3,"[-0.46454054  0.71120083  1.0602366   0.9483541  -0.17147855  1.9222177
  0.6142846   0.5940612  -0.8832037  -0.6440132 ]"
8845,9517,4,"[ 0.48089787 -0.3559879   0.78192556  0.9044482  -0.04516245  0.05937473
  0.30791566  1.1313335  -0.76920104 -0.99010885]"
8846,9518,2,"[-0.3124194   0.66335654  1.5142845   0.09561177 -0.25452438  0.29290694
  1.4405737   0.9428992  -0.47011217 -0.1466541 ]"
8847,9519,4,"[ 0.00408957  0.8553518   0.97503775  1.6655542   0.5974885   0.7390663
  0.16770285  1.2050551  -0.27261773 -0.08544797]"
8848,9520,2,"[ 1.0672092   0.0332209   1.2206597   0.6457874   0.386886    0.6796438
 -0.1144504   0.42498046 -0.672919   -0.6703844 ]"
8849,9521,3,"[-0.04101782 -0.67275137  0.5913411   0.5544691  -0.48039117  0.08548251
  0.05410273  1.3002087   0.31650466 -2.1383429 ]"
8850,9522,3,"[-0.63621217 -0.38621366  1.3011422   0.21131888 -0.13930558  1.0701579
  0.9231583   1.6497774  -1.1053716  -0.21022217]"
8851,9523,4,"[ 0.0871513  -0.13943626  0.5703857   0.39654604  0.52960646 -0.07952379
  0.9043231   1.1158965  -0.6296041  -0.00573639]"
8852,9524,2,"[ 1.8387853   0.26900283  2.3087137   1.1412363   0.02378262  1.6615444
 -1.0667163  -0.5167401  -0.60984254  1.0282806 ]"
8853,9525,2,"[ 0.56118953  0.16553615  0.8871745   0.38215193 -0.10282276 -0.9305814
  0.39076373  1.1480405   0.07141787 -0.57805055]"
8854,9526,2,"[ 0.78360116  1.0851287   0.8461528   0.10614324 -0.26715904 -0.6445518
 -0.4390614   0.9403109  -0.2497463   0.11522453]"
8855,9527,2,"[-0.19087969 -0.524454    0.18693574  1.435339   -0.32236096 -0.46010065
  0.6962963   1.169828   -0.5302114  -0.9912818 ]"
8856,9529,4,"[ 1.1258225   0.22397174  0.48263168  0.922769    0.49987084  0.36516672
  0.23738462  0.9197824  -0.07007124 -1.0374273 ]"
8857,9530,3,"[-0.1288275  -1.2648151   0.33801216  1.0869071  -0.01919501 -0.32637763
 -0.21099806  1.7497482  -0.5405729  -0.3468329 ]"
8858,9531,4,"[ 0.9417579   0.14051403  0.9474496   1.7994726   0.17075561  0.29058924
  0.462022    0.5015728  -0.1385482  -0.5072907 ]"
8859,9532,1,"[ 0.91419345  0.9932966   0.70228964  0.78075194  0.6945774   0.6053221
 -0.06230286  0.7903421  -0.11499421 -1.2789387 ]"
8860,9533,3,"[ 1.4541733   0.18107608  0.87994134  0.72537524 -0.8023513  -2.1607077
  0.33596674 -0.57480377 -1.8358839  -0.6536663 ]"
8861,9534,2,"[ 0.95495725 -1.313588    0.19476964  0.49751925 -0.36601758 -0.8958094
  0.14922765  1.8010716  -0.54723555 -1.1567018 ]"
8862,9535,2,"[-0.19121826 -0.11808897  1.1499047   1.5905354   0.43471166  0.00763349
 -0.16518785  0.3973613  -1.0384725  -0.18230386]"
8863,9536,4,"[ 1.9524549  -1.023543    1.1016512   2.6978965   0.62427646  0.06877108
  0.58016163 -1.3372033  -0.23552836 -0.5195065 ]"
8864,9537,4,"[ 0.877104    0.09825564  1.9580188   0.88006717 -0.03979703  0.76760036
  0.76490986 -0.48319015 -0.83161     0.06950697]"
8865,9538,4,"[ 0.8251006  -0.08029722  1.4207174   0.97283804  0.09423655  0.3068427
 -0.01119814  0.2868449  -0.25014237  0.42372477]"
8866,9539,1,"[ 0.564298    0.21317066  0.58993006  0.17866804  0.66331637 -0.46044028
  1.2280836   0.5439832  -1.0718863   0.50733554]"
8867,9540,3,"[ 1.988609    1.332939    0.26798427  0.22394346  0.7523807  -0.32254955
  0.08843023 -0.7547905  -0.14705999 -1.7749909 ]"
8868,9541,2,"[-0.04038096  0.43311027  0.4932126   1.1057676   0.61332905  0.46062902
  0.17646621  0.5614337  -0.18217385 -0.75173634]"
8869,9542,2,"[ 1.6030704  -0.39584    -1.4643027   0.90307844  0.4457929  -1.1056689
  0.6974834   1.9244778  -1.0101163  -0.08807507]"
8870,9543,3,"[ 0.250891   -0.16254379  1.3203564   0.8105307  -0.09251513  0.54153466
  1.2993203   1.1171964  -0.2928151  -0.30220538]"
8871,9544,4,"[ 0.7812364   0.23780347  1.2816622   0.8320174  -0.32196063  0.815046
 -0.18496437  0.4617908  -0.9615696  -0.18259524]"
8872,9545,2,"[ 1.3575937  -0.04788554  0.865972    0.335298    0.10686351 -0.06646052
  0.20139946  1.2079382  -0.3042287  -0.01441976]"
8873,9546,2,"[ 0.52368665 -0.10401291  0.84580755  1.1421775   0.29433772  0.557371
  0.81515425  1.1917644  -0.1818687  -0.86324805]"
8874,9547,4,"[ 0.18961304  0.11449968  0.55313647  0.6443421   0.4058026   0.44558138
  0.6803784   0.7763312  -0.6399695  -0.79899096]"
8875,9548,4,"[ 1.302059    0.4078175   0.9247518   1.2626643   0.22258022  0.30097982
  0.5790845   0.7061048  -0.15006846 -0.4391953 ]"
8876,9549,1,"[ 1.2300543   0.35230172 -0.13804251  1.1284808   0.95333    -0.30560628
  0.13491847 -0.30196264 -0.02891861 -2.4565463 ]"
8877,9550,2,"[ 1.0450377  -0.14224611  0.8235778   0.5067657   0.23936266  0.9112379
 -0.06540648  1.364502   -0.31171805 -0.15274394]"
8878,9551,3,"[ 0.34787646  0.2680262   0.6863079   0.36389896 -1.1878325  -0.14975552
 -1.7342173   0.44203335 -1.2235744  -0.64460504]"
8879,9552,2,"[-0.5945174  -1.1637068   0.4175369   1.050323   -0.18104178  1.2949834
  0.55176777  0.3468913  -0.49346718 -2.2008915 ]"
8880,9553,4,"[ 0.03988481 -0.13595602  0.961407    0.08543932  0.27878743  0.02668408
  1.0249602   0.6127669  -0.72439235 -0.75441474]"
8881,9554,4,"[ 1.6446198e+00 -5.3935056e-04  4.8797613e-01  9.9495840e-01
  7.0733756e-01  2.6812643e-01  2.8846553e-01  1.1959598e+00
  7.7500090e-02 -1.9056661e-01]"
8882,9555,2,"[ 0.758611   -0.85564446 -0.1495611   0.40922666  0.73518306 -0.04515896
 -0.4127771   1.5494151  -0.15604976 -1.5675944 ]"
8883,9556,4,"[-0.074245    0.33922476  1.4518669   0.5240799  -0.1556264  -0.18025602
  1.2832148   0.00426134 -0.16293506 -0.70737535]"
8884,9557,2,"[ 0.5494089   0.18437974  0.3058569   0.70449     0.7511668  -0.2527581
  0.29421014  1.1906223  -0.14023283 -0.15754366]"
8885,9558,4,"[ 0.6990791  -0.77927524  0.734279    1.1494915   0.5263146   0.12282209
  0.49624828  0.48378032 -0.16157155 -1.0011209 ]"
8886,9559,3,"[-0.16928837  0.8031434   1.0874798   0.29384065 -0.4868124   0.5169213
  0.36747205  1.4451979  -0.0475008  -0.6639862 ]"
8887,9560,1,"[ 0.7418151  -0.5340785   0.4062497   0.05884664 -0.20575976  0.97289914
  0.02921299  0.9823601  -0.855932   -1.580226  ]"
8888,9561,2,"[ 0.2550216   0.16533805  0.7884982   0.36493316  0.06853691  1.2500123
 -0.32091132  0.77649444 -0.29161763 -0.62100166]"
8889,9562,4,"[ 1.0927246   0.32322076  0.7259521   1.0629464  -0.5626519   0.46055278
 -0.2668925   1.769074   -0.29454997 -0.336574  ]"
8890,9563,4,"[ 0.7488187   0.23146735  1.0158501   1.3089466  -0.3623627   0.106874
  0.29495105  1.5940573  -0.5760145  -0.5921185 ]"
8891,9564,4,"[ 0.40046707 -0.27369156  1.4072274   0.7293379   0.3219371   0.8433855
  1.3471137   1.050853   -0.15844058 -0.189389  ]"
8892,9565,3,"[ 0.46159172  1.0422758   0.02393101 -0.15531991  0.3723156  -0.72578055
  0.6929597   2.2473814  -0.09660121 -1.2563753 ]"
8893,9566,4,"[ 0.64515364  0.22282518  0.29679003  1.4173268   0.03329339  1.043779
  0.6965041   0.77731854 -0.46060255 -0.9860302 ]"
8894,9567,1,"[ 0.9633515   0.74898785  0.6524894   1.1997607   0.6584436   0.2173176
  0.5360478   0.4021922  -0.4069768  -0.9826375 ]"
8895,9568,1,"[ 1.8659984   1.2709337   1.0311743   0.03359856  2.1728952   0.4516308
 -0.49673542  0.44042185 -0.27538738 -0.288106  ]"
8896,9569,4,"[ 1.8711423   0.8138632   0.3478795   2.3825836   1.1766019   0.26602688
 -0.09710135 -0.8266749   0.4012568  -0.38930205]"
8897,9570,3,"[-0.01477215  0.5927676   1.2318268   0.60484403 -0.07899632  1.3825856
  1.3184083   0.42049685 -0.40186873 -0.5648924 ]"
8898,9571,2,"[ 1.2465422   0.0913481   0.49361968  0.25152606 -0.13747904 -0.7477781
 -0.58452904  1.3736725  -1.0837225  -0.212687  ]"
8899,9572,2,"[ 1.1980615  -0.4663279   0.7456135   0.81601405  0.25432086  0.50614095
 -0.43084908  1.6260785   0.06699977 -0.98407173]"
8900,9574,2,"[ 0.531314    0.3575318   1.2289877   1.2913258   0.4369694  -0.07223533
  1.0500696   1.7878985   0.20978457 -0.613785  ]"
8901,9575,3,"[ 0.20331846  0.1451468   1.032522    1.8832831   1.4916672  -0.15603529
  1.7330241  -1.3545039  -1.8745034  -0.5953876 ]"
8902,9576,3,"[-0.4000547  -0.4320561   0.8691266   0.00777699 -0.39526224 -0.08360434
  0.96161944  0.9394304  -0.8855736  -0.61906934]"
8903,9577,1,"[-0.11314184  0.723197    0.8584684   1.2425424   0.27479997  0.14670256
  0.99811536  0.4110236  -0.7007468  -0.9086484 ]"
8904,9578,1,"[-0.63221246 -0.87108445  1.2195358  -0.5637947   0.1684631   0.6699693
  0.47962472  1.6587701  -0.1412469  -0.9591502 ]"
8905,9579,2,"[ 1.6428906   1.8961917   0.5984109  -0.33777863  2.0163698   1.2564772
 -0.2698282  -0.048258   -0.51448655 -2.2941957 ]"
8906,9580,4,"[ 0.7605281   0.89299285  0.47517607  1.6070611   0.76788646  0.5469524
  0.37610283 -0.21934205 -0.69980043 -1.4175713 ]"
8907,9583,4,"[ 1.5131292   0.13571152  0.26174554  1.5621368   0.19481412 -0.31462196
  0.77209926  0.31597093 -0.43927234 -0.25488362]"
8908,9584,1,"[-0.1012293   0.0263869   1.2147967   0.71485686  0.21620438  0.50636107
  1.2190443   1.0861154  -0.366492   -0.369982  ]"
8909,9585,4,"[ 1.5364705   0.47456664  0.7319956   0.58800256  0.96790475 -1.3504721
  0.76889026  0.6643848  -0.26447242  0.1344726 ]"
8910,9586,4,"[ 0.44035393  0.00852383  0.193669    0.75065315  0.65445954  0.5172448
  0.44343895  1.3735216  -0.1817659  -1.1282382 ]"
8911,9587,3,"[-1.884778   -0.14080535  0.8625734  -0.02270076 -1.4279296   0.84876263
 -0.30792198  2.5414858  -1.437044   -0.8168703 ]"
8912,9588,3,"[ 1.1477042  -0.01466254  0.19509843  0.6260752   0.36876324 -0.4081582
  0.38787192  1.0815881  -0.4488925   0.0131103 ]"
8913,9589,2,"[-0.04545964 -0.29936954  1.6473819  -0.18114686 -0.3912925   0.67589945
  0.7017853   1.2004726  -0.38623184 -0.68358314]"
8914,9590,2,"[ 1.4495312   0.8761498  -0.5334288   0.838967    0.86563885  0.02528984
  1.0170931   0.5001684  -0.9962067   0.84405327]"
8915,9591,2,"[ 0.31991038  0.02487339  0.14039004  0.2877018   0.6892053   0.1519678
  0.81839544  0.89609736 -0.8478185  -0.31714597]"
8916,9592,2,"[ 1.4524871  -0.33472058  0.38940573  0.5127408   0.8267321  -1.760647
  0.7010064   0.73804307 -0.02526348 -0.8137248 ]"
8917,9593,4,"[ 1.6281862   0.4273575   1.3227897   1.3177196   0.856742    0.942961
  0.30135712  0.0311871  -0.4640324  -0.8083437 ]"
8918,9596,4,"[ 0.8199282   0.32723114  0.507311    0.96621084  0.09764618 -0.10082389
  0.7128471   0.82148933 -0.37801367 -0.7684385 ]"
8919,9597,3,"[ 0.2148843   1.4802204   0.01546948 -0.29259437  0.51545626  0.11227577
 -0.20619395  1.198433   -0.72354233 -1.474787  ]"
8920,9598,3,"[-1.0711596  -0.43847755  0.59018993  0.23433311 -0.43072897 -0.15474117
  0.61447513  2.0354826  -0.15312251 -0.5239237 ]"
8921,9599,2,"[ 1.071385   -0.0072008   0.6368672   0.96942496 -0.0671405   0.29809335
 -0.4134163   1.3482093  -0.32346347 -0.572478  ]"
8922,9600,4,"[ 0.8348918  -0.2731765   1.5973862   1.474316   -1.0521842   0.4498835
  1.0941739  -0.11188024 -0.61079    -0.56563103]"
8923,9601,2,"[ 0.5625827  -0.09457016  0.8335643   1.2119849  -0.00305362  0.1795541
  0.12206413  1.4991987  -0.4011631  -0.8444527 ]"
8924,9602,3,"[ 0.60526264 -0.44923472  0.22723213  0.5670378   0.11689429  0.6863295
  0.21268353  0.9812663  -0.08358718 -1.4964406 ]"
8925,9603,2,"[ 0.546306    0.3580541   0.94859284  0.90927386  0.4372715  -0.12949991
  0.75241554  0.9810173   0.17366366 -0.529684  ]"
8926,9604,3,"[ 0.6484085   0.7785174  -0.8176397   0.4898085  -0.31246254 -0.73844343
  0.5841383   1.6819687  -1.2043451  -0.893702  ]"
8927,9605,3,"[ 0.9318303  -0.14688736  1.2172257  -0.6685207   0.02036108 -0.8586799
  0.12249891  0.9586839  -2.0522237   0.11473456]"
8928,9607,2,"[ 0.64747846  0.08668015  0.6215829   0.7755731   0.26353902  0.30185908
  0.5720347   1.0560685  -0.5341594  -0.67485106]"
8929,9608,4,"[-0.94455856 -0.11322517  1.0254872   2.1344419  -0.24358119  0.0437385
  0.5263256   1.5291512  -0.21164301 -0.1776509 ]"
8930,9609,3,"[-0.2785671   0.65514225  1.1914893   1.054229    0.35504043 -0.8002461
  0.7268193   1.0404434  -0.11103506 -0.95383084]"
8931,9610,3,"[-0.1530898   0.15657517  1.3928161   1.5429285  -2.1485257   0.4148967
  1.1475588  -0.0023183  -0.9077705  -1.2651606 ]"
8932,9611,4,"[ 0.5130587   1.1041461   1.0661536   0.34966472 -0.80778134  0.4905584
 -0.80769557  0.5732522  -0.7065084  -0.15589227]"
8933,9612,1,"[ 0.18076994 -0.03705758  1.335956    1.0680882  -0.6489905  -0.06359199
  0.681585    0.76519024 -0.07423569 -0.97975785]"
8934,9613,1,"[ 0.878381  -0.4302432  1.8944445  1.5669019 -0.3285914 -0.1462679
  1.9545547 -1.7060089 -0.9773997 -1.3019848]"
8935,9614,3,"[ 1.1361055  -0.10979633  0.1261376   0.45574513  0.35790434 -0.28501096
 -0.49562594  1.6806957  -0.37790975 -1.076345  ]"
8936,9615,2,"[ 1.2788672  -0.35493267  0.8481658   0.4228248   0.79768234 -0.3639411
  0.5359389   0.56059754 -0.23700736 -1.0156014 ]"
8937,9616,2,"[ 2.7013464   0.45430738  1.0713266   0.19752741 -0.12200487  0.45097396
 -0.41993502 -0.16017842  0.38631645  0.30601868]"
8938,9617,3,"[-0.2154512   0.314813    0.06314095  0.25228435 -0.20736489  1.1550959
  1.4972986   0.9722004  -1.6377592   0.50259846]"
8939,9618,3,"[-0.09151576  0.3888853   1.3220196   0.5949416  -0.504025    0.87968796
  0.69261044  0.7930378   0.2535636  -0.71129483]"
8940,9619,1,"[ 0.02019949 -0.04422485  1.3240457   0.6666399   0.7171765   1.3639438
  1.6904436   0.352984   -1.4816622  -0.86514145]"
8941,9620,2,"[-0.2912227  -0.7417639   0.96384525  0.34484497  0.36196467  0.7422274
  0.39759594  1.0241828  -0.3938821  -1.4746219 ]"
8942,9621,3,"[ 0.4004717   0.59525144  1.1667674   0.82736766  0.12041453  0.12804712
  0.17291105  0.8878533  -0.16504389  0.17008735]"
8943,9622,3,"[-0.03457689  0.14805804  1.5559458  -0.40717712 -0.45309147  0.4520763
  0.6185529   0.7274451  -0.38769233 -0.5900118 ]"
8944,9623,3,"[ 0.78604025 -0.30867666  1.4015763   1.0677181  -0.7259056   0.32234943
  1.0042646   1.0137281  -0.86567444 -0.05677282]"
8945,9624,2,"[ 0.82906145 -1.1374549  -0.12165671  0.6472359   0.45298985  0.14979622
 -0.8663427   2.0261517   0.11366933 -1.5845696 ]"
